baseline 1 2023-05-15 12:00:00 +0000
2023-06-29 16:57:00 +0000 entry 54
2023-07-02 14:44:00 +0000 entry 55
2023-07-02 18:50:00 +0000 entry 56
2023-07-03 14:32:00 +0000 entry 57
2023-07-07 12:14:00 +0000 entry 58
2023-07-07 13:09:00 +0000 entry 59
2023-07-11 09:58:00 +0000 entry 60
2023-07-12 10:09:00 +0000 entry 61
2023-07-12 13:04:00 +0000 entry 62
2023-07-14 09:29:00 +0000 entry 63
2023-07-14 11:05:00 +0000 entry 64
2023-07-16 11:43:00 +0000 entry 65
2023-07-16 20:04:00 +0000 entry 66
2023-07-17 09:45:00 +0000 entry 67
2023-07-17 10:17:00 +0000 entry 68
2023-07-20 11:41:00 +0000 entry 69
2023-07-20 18:16:00 +0000 entry 70
2023-07-21 13:08:00 +0000 entry 71
2023-07-21 17:15:00 +0000 entry 72
2023-07-24 08:01:00 +0000 entry 73
2023-07-24 18:45:00 +0000 entry 74
2023-07-25 11:31:00 +0000 entry 75
2023-07-25 19:25:00 +0000 entry 76
2023-07-26 17:53:00 +0000 entry 77
2023-07-26 18:07:00 +0000 entry 78
2023-07-27 14:51:00 +0000 entry 79
2023-07-27 15:59:00 +0000 entry 80
2023-07-28 09:53:00 +0000 entry 81
2023-07-28 20:09:00 +0000 entry 82
2023-07-28 20:22:00 +0000 entry 83
2023-07-29 20:48:00 +0000 entry 84
2023-07-29 21:53:00 +0000 entry 85
2023-07-30 17:27:00 +0000 entry 86
2023-07-30 18:45:00 +0000 entry 87
2023-07-31 12:09:00 +0000 entry 88
2023-07-31 20:52:00 +0000 entry 89
2023-08-01 16:32:00 +0000 entry 90
2023-08-01 20:29:00 +0000 entry 91
2023-08-03 08:53:00 +0000 entry 92
2023-08-03 20:26:00 +0000 entry 93
2023-08-05 10:06:00 +0000 entry 94
2023-08-05 17:15:00 +0000 entry 95
2023-08-06 10:58:00 +0000 entry 96
2023-08-06 20:03:00 +0000 entry 97
2023-08-07 20:54:00 +0000 entry 98
2023-08-08 10:18:00 +0000 entry 99
2023-08-08 16:22:00 +0000 entry 100
2023-08-09 12:50:00 +0000 entry 101
2023-08-09 17:32:00 +0000 entry 102
2023-08-10 12:40:00 +0000 entry 103
2023-08-10 17:40:00 +0000 entry 104
2023-08-14 19:57:00 +0000 entry 105
2023-08-15 10:51:00 +0000 entry 106
2023-08-15 14:09:00 +0000 entry 107
2023-08-17 14:33:00 +0000 entry 108
2023-08-17 18:47:00 +0000 entry 109
2023-08-19 10:56:00 +0000 entry 110
2023-08-19 20:55:00 +0000 entry 111
2023-08-24 18:46:00 +0000 entry 112
2023-08-24 20:47:00 +0000 entry 113
2023-08-25 12:50:00 +0000 entry 114
2023-08-25 16:18:00 +0000 entry 115
2023-08-26 10:40:00 +0000 entry 116
2023-08-26 11:33:00 +0000 entry 117
2023-08-29 16:48:00 +0000 entry 118
2023-08-29 17:45:00 +0000 entry 119
2023-09-01 17:32:00 +0000 entry 120
2023-09-01 18:29:00 +0000 entry 121
2023-09-02 13:24:00 +0000 entry 122
2023-09-02 17:35:00 +0000 entry 123
2023-09-03 15:27:00 +0000 entry 124
2023-09-03 20:57:00 +0000 entry 125
2023-09-04 09:44:00 +0000 entry 126
2023-09-04 20:28:00 +0000 entry 127
2023-09-05 08:44:00 +0000 entry 128
2023-09-05 16:07:00 +0000 entry 129
2023-09-06 11:43:00 +0000 entry 130
2023-09-06 19:16:00 +0000 entry 131
2023-09-11 11:49:00 +0000 entry 132
2023-09-11 13:03:00 +0000 entry 133
2023-09-15 11:00:00 +0000 entry 134
2023-09-15 12:42:00 +0000 entry 135
2023-09-15 13:13:00 +0000 entry 136
2023-09-20 17:52:00 +0000 entry 137
2023-09-20 19:27:00 +0000 entry 138
2023-09-20 20:41:00 +0000 entry 139
2023-09-21 08:27:00 +0000 entry 140
2023-09-21 18:12:00 +0000 entry 141
2023-09-22 11:48:00 +0000 entry 142
2023-09-22 16:20:00 +0000 entry 143
2023-09-25 15:03:00 +0000 entry 144
2023-09-25 18:27:00 +0000 entry 145
2023-10-02 13:29:00 +0000 entry 146
2023-10-02 17:27:00 +0000 entry 147
2023-10-05 10:21:00 +0000 entry 148
2023-10-05 15:56:00 +0000 entry 149
2023-10-12 12:06:00 +0000 entry 150
2023-10-12 20:37:00 +0000 entry 151
2023-10-18 11:29:00 +0000 entry 152
2023-10-18 19:35:00 +0000 entry 153
2023-10-19 10:02:00 +0000 entry 154
2023-10-19 12:27:00 +0000 entry 155
2023-10-24 11:05:00 +0000 entry 156
2023-10-24 20:23:00 +0000 entry 157
2023-10-30 10:14:00 +0000 entry 158
2023-10-30 13:10:00 +0000 entry 159
2023-10-30 13:47:00 +0000 entry 160
2023-10-31 11:20:00 +0000 entry 161
2023-10-31 12:19:00 +0000 entry 162
2023-11-01 12:59:00 +0000 entry 163
2023-11-01 16:25:00 +0000 entry 164
2023-11-01 20:53:00 +0000 entry 165
2023-11-02 11:00:00 +0000 entry 166
2023-11-02 12:23:00 +0000 entry 167
2023-11-03 10:15:00 +0000 entry 168
2023-11-03 16:36:00 +0000 entry 169
2023-11-06 11:51:00 +0000 entry 170
2023-11-06 12:33:00 +0000 entry 171
2023-11-08 12:50:00 +0000 entry 172
2023-11-08 20:36:00 +0000 entry 173
2023-11-14 12:58:00 +0000 entry 174
2023-11-16 11:42:00 +0000 entry 175
2023-11-16 13:09:00 +0000 entry 176
2023-11-18 17:33:00 +0000 entry 177
2023-11-18 21:27:00 +0000 entry 178
2023-11-19 10:56:00 +0000 entry 179
2023-11-19 19:32:00 +0000 entry 180
2023-11-19 21:58:00 +0000 entry 181
2023-11-20 09:27:00 +0000 entry 182
2023-11-20 15:00:00 +0000 entry 183
2023-11-20 19:50:00 +0000 entry 184
2023-11-21 10:43:00 +0000 entry 185
2023-11-21 10:47:00 +0000 entry 186
2023-11-22 14:37:00 +0000 entry 187
2023-11-22 18:36:00 +0000 entry 188
2023-11-23 09:57:00 +0000 entry 189
2023-11-23 11:50:00 +0000 entry 190
2023-11-24 10:25:00 +0000 entry 191
2023-11-24 16:16:00 +0000 entry 192
2023-11-24 19:09:00 +0000 entry 193
2023-11-26 11:34:00 +0000 entry 194
2023-11-26 13:29:00 +0000 entry 195
2023-11-27 14:11:00 +0000 entry 196
2023-11-27 16:27:00 +0000 entry 197
2023-11-29 18:20:00 +0000 entry 198
2023-11-29 20:34:00 +0000 entry 199
2023-12-01 10:49:00 +0000 entry 200
2023-12-01 20:20:00 +0000 entry 201
2023-12-04 12:45:00 +0000 entry 202
2023-12-04 13:48:00 +0000 entry 203
2023-12-04 20:12:00 +0000 entry 204
2023-12-05 14:09:00 +0000 entry 205
2023-12-05 14:25:00 +0000 entry 206
2023-12-08 13:51:00 +0000 entry 207
2023-12-08 20:38:00 +0000 entry 208
2023-12-18 09:24:00 +0000 entry 209
2023-12-18 11:41:00 +0000 entry 210
2023-12-19 12:22:00 +0000 entry 211
2023-12-19 14:44:00 +0000 entry 212
2023-12-19 16:43:00 +0000 entry 213
2023-12-21 09:16:00 +0000 entry 214
2023-12-21 16:11:00 +0000 entry 215
2023-12-22 08:52:00 +0000 entry 216
2023-12-22 17:30:00 +0000 entry 217
2023-12-22 17:36:00 +0000 entry 218
2023-12-26 09:15:00 +0000 entry 219
2023-12-27 10:59:00 +0000 entry 220
2023-12-27 13:34:00 +0000 entry 221
2023-12-27 14:07:00 +0000 entry 222
2023-12-29 10:54:00 +0000 entry 223
2023-12-29 16:25:00 +0000 entry 224
2024-01-01 14:59:00 +0000 entry 1
2024-01-01 20:20:00 +0000 entry 2
2024-01-01 20:55:00 +0000 entry 3
2024-01-02 16:30:00 +0000 entry 4
2024-01-02 20:32:00 +0000 entry 5
2024-01-04 17:16:00 +0000 entry 6
2024-01-04 20:00:00 +0000 entry 7
2024-01-07 12:31:00 +0000 entry 8
2024-01-07 17:59:00 +0000 entry 9
2024-01-07 21:08:00 +0000 entry 10
2024-01-08 13:57:00 +0000 entry 11
2024-01-08 15:06:00 +0000 entry 12
2024-01-08 18:43:00 +0000 entry 13
2024-01-09 13:34:00 +0000 entry 14
2024-01-09 13:38:00 +0000 entry 15
2024-01-09 14:39:00 +0000 entry 16
2024-01-12 11:54:00 +0000 entry 17
2024-01-12 14:56:00 +0000 entry 18
2024-01-14 14:25:00 +0000 entry 19
2024-01-14 15:26:00 +0000 entry 20
2024-01-14 18:37:00 +0000 entry 21
2024-01-15 09:54:00 +0000 entry 22
2024-01-15 18:28:00 +0000 entry 23
2024-01-17 10:19:00 +0000 entry 24
2024-01-17 14:14:00 +0000 entry 25
2024-01-17 15:55:00 +0000 entry 26
2024-01-19 13:45:00 +0000 entry 27
2024-01-19 14:36:00 +0000 entry 28
2024-01-19 18:38:00 +0000 entry 29
2024-01-21 12:15:00 +0000 entry 30
2024-01-21 21:40:00 +0000 entry 31
2024-01-21 21:52:00 +0000 entry 32
2024-01-24 08:04:00 +0000 entry 33
2024-01-24 10:34:00 +0000 entry 34
2024-01-25 11:20:00 +0000 entry 35
2024-01-25 12:51:00 +0000 entry 36
2024-01-29 09:12:00 +0000 entry 37
2024-01-29 11:25:00 +0000 entry 38
2024-02-01 11:20:00 +0000 entry 39
2024-02-01 11:43:00 +0000 entry 40
2024-02-01 16:27:00 +0000 entry 41
2024-02-02 13:27:00 +0000 entry 42
2024-02-02 14:03:00 +0000 entry 43
2024-02-03 11:15:00 +0000 entry 44
2024-02-03 12:01:00 +0000 entry 45
2024-02-03 13:55:00 +0000 entry 46
2024-02-03 20:48:00 +0000 entry 47
2024-02-06 09:29:00 +0000 entry 48
2024-02-06 10:57:00 +0000 entry 49
2024-02-06 16:36:00 +0000 entry 50
2024-02-08 09:46:00 +0000 entry 51
2024-02-08 10:08:00 +0000 entry 52
2024-02-08 18:32:00 +0000 entry 53
2024-02-09 18:18:00 +0000 entry 54
2024-02-09 18:46:00 +0000 entry 55
2024-02-13 11:06:00 +0000 entry 56
2024-02-15 11:35:00 +0000 entry 57
2024-02-15 17:53:00 +0000 entry 58
2024-02-20 11:42:00 +0000 entry 59
2024-02-20 14:49:00 +0000 entry 60
2024-02-20 18:00:00 +0000 entry 61
2024-02-21 10:16:00 +0000 entry 62
2024-02-21 10:44:00 +0000 entry 63
2024-02-21 11:34:00 +0000 entry 64
2024-03-01 08:51:00 +0000 entry 65
2024-03-01 16:28:00 +0000 entry 66
2024-03-01 17:20:00 +0000 entry 67
2024-03-01 17:27:00 +0000 entry 68
2024-03-05 10:41:00 +0000 entry 69
2024-03-05 11:50:00 +0000 entry 70
2024-03-05 20:30:00 +0000 entry 71
2024-03-06 09:09:00 +0000 entry 72
2024-03-06 15:21:00 +0000 entry 73
2024-03-07 12:18:00 +0000 entry 74
2024-03-07 13:14:00 +0000 entry 75
2024-03-07 16:26:00 +0000 entry 76
